
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
      91.300    4258.428    3597.580   -3847.347       0.027       0.034      -0.003     -17.819     -45.904       2.045      -0.395      -0.784       0.048
      91.400    4258.438    3598.120   -3846.804       0.027       0.034      -0.003     -17.699     -45.933       2.033      -0.392      -0.781       0.048
      91.500    4258.448    3598.660   -3846.261       0.026       0.034      -0.003     -17.580     -45.960       2.021      -0.390      -0.777       0.047
      91.600    4258.457    3599.201   -3845.718       0.026       0.034      -0.003     -17.462     -45.984       2.009      -0.387      -0.774       0.047
      91.700    4258.467    3599.741   -3845.176       0.026       0.035      -0.003     -17.344     -46.006       1.997      -0.384      -0.770       0.047
      91.800    4258.477    3600.281   -3844.633       0.026       0.035      -0.003     -17.228     -46.025       1.986      -0.382      -0.767       0.046
      91.900    4258.486    3600.821   -3844.090       0.026       0.035      -0.003     -17.112     -46.041       1.974      -0.379      -0.764       0.046
      92.000    4258.496    3601.361   -3843.547       0.025       0.035      -0.003     -16.997     -46.055       1.962      -0.377      -0.760       0.046
      92.100    4258.505    3601.901   -3843.004       0.025       0.035      -0.003     -16.882     -46.067       1.950      -0.374      -0.757       0.045
      92.200    4258.514    3602.441   -3842.461       0.025       0.035      -0.003     -16.769     -46.076       1.938      -0.372      -0.753       0.045
      92.300    4258.524    3602.981   -3841.918       0.025       0.035      -0.003     -16.656     -46.083       1.927      -0.369      -0.750       0.045
      92.400    4258.533    3603.521   -3841.374       0.025       0.035      -0.003     -16.544     -46.087       1.915      -0.367      -0.746       0.044
      92.500    4258.542    3604.061   -3840.831       0.025       0.035      -0.003     -16.433     -46.089       1.904      -0.364      -0.743       0.044
      92.600    4258.551    3604.600   -3840.288       0.024       0.035      -0.003     -16.322     -46.089       1.892      -0.362      -0.739       0.044
      92.700    4258.560    3605.140   -3839.745       0.024       0.035      -0.003     -16.212     -46.086       1.880      -0.359      -0.736       0.043
      92.800    4258.569    3605.680   -3839.201       0.024       0.035      -0.003     -16.103     -46.082       1.869      -0.357      -0.732       0.043
      92.900    4258.578    3606.220   -3838.658       0.024       0.035      -0.003     -15.995     -46.075       1.858      -0.354      -0.729       0.043
      93.000    4258.587    3606.759   -3838.114       0.024       0.035      -0.003     -15.887     -46.065       1.846      -0.352      -0.726       0.042
      93.100    4258.596    3607.299   -3837.571       0.024       0.035      -0.003     -15.780     -46.054       1.835      -0.350      -0.722       0.042
      93.200    4258.605    3607.838   -3837.027       0.024       0.035      -0.003     -15.674     -46.040       1.824      -0.347      -0.719       0.042
      93.300    4258.614    3608.378   -3836.483       0.023       0.035      -0.003     -15.569     -46.024       1.812      -0.345      -0.715       0.042
      93.400    4258.623    3608.917   -3835.940       0.023       0.035      -0.003     -15.464     -46.006       1.801      -0.343      -0.712       0.041
      93.500    4258.631    3609.457   -3835.396       0.023       0.034      -0.003     -15.360     -45.986       1.790      -0.340      -0.708       0.041
      93.600    4258.640    3609.996   -3834.852       0.023       0.034      -0.003     -15.256     -45.964       1.779      -0.338      -0.705       0.041
      93.700    4258.648    3610.535   -3834.308       0.023       0.034      -0.003     -15.154     -45.940       1.768      -0.336      -0.701       0.040
      93.800    4258.657    3611.074   -3833.765       0.023       0.034      -0.003     -15.052     -45.913       1.757      -0.333      -0.698       0.040
      93.900    4258.665    3611.614   -3833.221       0.022       0.034      -0.003     -14.950     -45.885       1.746      -0.331      -0.695       0.040
      94.000    4258.674    3612.153   -3832.677       0.022       0.034      -0.003     -14.850     -45.855       1.735      -0.329      -0.691       0.040
      94.100    4258.682    3612.692   -3832.133       0.022       0.034      -0.003     -14.750     -45.823       1.724      -0.327      -0.688       0.039
      94.200    4258.690    3613.231   -3831.589       0.022       0.034      -0.003     -14.650     -45.789       1.713      -0.325      -0.684       0.039
      94.300    4258.698    3613.770   -3831.044       0.022       0.034      -0.003     -14.552     -45.752       1.703      -0.322      -0.681       0.039
      94.400    4258.707    3614.309   -3830.500       0.022       0.034      -0.003     -14.454     -45.714       1.692      -0.320      -0.677       0.039
      94.500    4258.715    3614.848   -3829.956       0.022       0.034      -0.003     -14.357     -45.675       1.681      -0.318      -0.674       0.038
      94.600    4258.723    3615.387   -3829.412       0.021       0.034      -0.003     -14.260     -45.633       1.671      -0.316      -0.671       0.038
      94.700    4258.731    3615.925   -3828.867       0.021       0.034      -0.002     -14.164     -45.589       1.660      -0.314      -0.667       0.038
      94.800    4258.739    3616.464   -3828.323       0.021       0.034      -0.002     -14.068     -45.544       1.650      -0.312      -0.664       0.037
      94.900    4258.747    3617.003   -3827.779       0.021       0.034      -0.002     -13.974     -45.497       1.639      -0.310      -0.660       0.037
      95.000    4258.754    3617.542   -3827.234       0.021       0.034      -0.002     -13.880     -45.448       1.629      -0.307      -0.657       0.037
      95.100    4258.762    3618.080   -3826.690       0.021       0.034      -0.002     -13.786     -45.397       1.618      -0.305      -0.653       0.037
      95.200    4258.770    3618.619   -3826.145       0.021       0.034      -0.002     -13.693     -45.345       1.608      -0.303      -0.650       0.036
      95.300    4258.778    3619.157   -3825.600       0.020       0.034      -0.002     -13.601     -45.291       1.598      -0.301      -0.647       0.036
      95.400    4258.785    3619.696   -3825.056       0.020       0.034      -0.002     -13.510     -45.235       1.587      -0.299      -0.643       0.036
      95.500    4258.793    3620.234   -3824.511       0.020       0.034      -0.002     -13.419     -45.178       1.577      -0.297      -0.640       0.036
      95.600    4258.800    3620.773   -3823.966       0.020       0.034      -0.002     -13.328     -45.118       1.567      -0.295      -0.636       0.035
      95.700    4258.808    3621.311   -3823.422       0.020       0.034      -0.002     -13.238     -45.058       1.557      -0.293      -0.633       0.035
      95.800    4258.815    3621.849   -3822.877       0.020       0.034      -0.002     -13.149     -44.995       1.547      -0.291      -0.630       0.035
      95.900    4258.822    3622.388   -3822.332       0.020       0.034      -0.002     -13.061     -44.932       1.537      -0.289      -0.626       0.035
      96.000    4258.830    3622.926   -3821.787       0.019       0.034      -0.002     -12.973     -44.866       1.527      -0.287      -0.623       0.034
      96.100    4258.837    3623.464   -3821.242       0.019       0.034      -0.002     -12.885     -44.799       1.517      -0.285      -0.620       0.034
      96.200    4258.844    3624.002   -3820.697       0.019       0.034      -0.002     -12.799     -44.731       1.507      -0.283      -0.616       0.034
      96.300    4258.851    3624.540   -3820.152       0.019       0.033      -0.002     -12.712     -44.661       1.498      -0.282      -0.613       0.034
      96.400    4258.858    3625.078   -3819.606       0.019       0.033      -0.002     -12.627     -44.589       1.488      -0.280      -0.610       0.033
      96.500    4258.865    3625.616   -3819.061       0.019       0.033      -0.002     -12.542     -44.516       1.478      -0.278      -0.606       0.033
      96.600    4258.872    3626.154   -3818.516       0.019       0.033      -0.002     -12.457     -44.442       1.469      -0.276      -0.603       0.033
      96.700    4258.879    3626.692   -3817.971       0.019       0.033      -0.002     -12.373     -44.366       1.459      -0.274      -0.600       0.033
      96.800    4258.886    3627.230   -3817.425       0.018       0.033      -0.002     -12.290     -44.289       1.449      -0.272      -0.596       0.032
      96.900    4258.893    3627.768   -3816.880       0.018       0.033      -0.002     -12.207     -44.210       1.440      -0.270      -0.593       0.032
      97.000    4258.900    3628.305   -3816.334       0.018       0.033      -0.002     -12.125     -44.130       1.430      -0.269      -0.590       0.032
      97.100    4258.906    3628.843   -3815.789       0.018       0.033      -0.002     -12.043     -44.049       1.421      -0.267      -0.586       0.032
      97.200    4258.913    3629.381   -3815.243       0.018       0.033      -0.002     -11.962     -43.966       1.412      -0.265      -0.583       0.032
      97.300    4258.919    3629.918   -3814.698       0.018       0.033      -0.002     -11.881     -43.882       1.402      -0.263      -0.580       0.031
      97.400    4258.926    3630.456   -3814.152       0.018       0.033      -0.002     -11.801     -43.797       1.393      -0.261      -0.576       0.031
      97.500    4258.932    3630.993   -3813.606       0.018       0.033      -0.002     -11.722     -43.711       1.384      -0.260      -0.573       0.031
      97.600    4258.939    3631.531   -3813.061       0.017       0.033      -0.002     -11.643     -43.623       1.375      -0.258      -0.570       0.031
      97.700    4258.945    3632.068   -3812.515       0.017       0.033      -0.002     -11.564     -43.534       1.366      -0.256      -0.567       0.030
      97.800    4258.951    3632.606   -3811.969       0.017       0.033      -0.002     -11.486     -43.444       1.357      -0.254      -0.563       0.030
      97.900    4258.958    3633.143   -3811.423       0.017       0.033      -0.002     -11.409     -43.352       1.348      -0.253      -0.560       0.030
      98.000    4258.964    3633.680   -3810.877       0.017       0.032      -0.002     -11.332     -43.260       1.339      -0.251      -0.557       0.030
      98.100    4258.970    3634.218   -3810.331       0.017       0.032      -0.002     -11.256     -43.166       1.330      -0.249      -0.554       0.030
      98.200    4258.976    3634.755   -3809.785       0.017       0.032      -0.002     -11.180     -43.071       1.321      -0.248      -0.550       0.029
      98.300    4258.982    3635.292   -3809.239       0.017       0.032      -0.002     -11.105     -42.975       1.312      -0.246      -0.547       0.029
      98.400    4258.988    3635.829   -3808.693       0.017       0.032      -0.002     -11.030     -42.877       1.303      -0.244      -0.544       0.029
      98.500    4258.994    3636.366   -3808.147       0.016       0.032      -0.002     -10.955     -42.779       1.295      -0.243      -0.541       0.029
      98.600    4259.000    3636.903   -3807.601       0.016       0.032      -0.002     -10.882     -42.680       1.286      -0.241      -0.538       0.028
      98.700    4259.006    3637.440   -3807.054       0.016       0.032      -0.002     -10.808     -42.579       1.277      -0.239      -0.534       0.028
      98.800    4259.012    3637.977   -3806.508       0.016       0.032      -0.002     -10.735     -42.478       1.269      -0.238      -0.531       0.028
      98.900    4259.017    3638.514   -3805.962       0.016       0.032      -0.002     -10.663     -42.375       1.260      -0.236      -0.528       0.028
      99.000    4259.023    3639.051   -3805.415       0.016       0.032      -0.002     -10.591     -42.272       1.252      -0.235      -0.525       0.028
      99.100    4259.028    3639.587   -3804.869       0.016       0.032      -0.002     -10.520     -42.167       1.243      -0.233      -0.522       0.027
      99.200    4259.034    3640.124   -3804.322       0.016       0.032      -0.002     -10.449     -42.062       1.235      -0.231      -0.518       0.027
      99.300    4259.039    3640.661   -3803.776       0.016       0.031      -0.002     -10.378     -41.955       1.227      -0.230      -0.515       0.027
      99.400    4259.045    3641.197   -3803.229       0.015       0.031      -0.002     -10.308     -41.848       1.218      -0.228      -0.512       0.027
      99.500    4259.050    3641.734   -3802.682       0.015       0.031      -0.002     -10.239     -41.739       1.210      -0.227      -0.509       0.027
      99.600    4259.056    3642.271   -3802.136       0.015       0.031      -0.002     -10.170     -41.630       1.202      -0.225      -0.506       0.026
      99.700    4259.061    3642.807   -3801.589       0.015       0.031      -0.002     -10.101     -41.520       1.194      -0.224      -0.503       0.026
      99.800    4259.066    3643.343   -3801.042       0.015       0.031      -0.002     -10.033     -41.409       1.186      -0.222      -0.500       0.026
      99.900    4259.071    3643.880   -3800.495       0.015       0.031      -0.002      -9.966     -41.297       1.178      -0.221      -0.497       0.026
     100.000    4259.076    3644.416   -3799.948       0.015       0.031      -0.002      -9.898     -41.184       1.170      -0.219      -0.494       0.026
     100.100    4259.081    3644.953   -3799.401       0.015       0.031      -0.002      -9.832     -41.070       1.162      -0.218      -0.490       0.026
     100.200    4259.086    3645.489   -3798.854       0.015       0.031      -0.002      -9.765     -40.955       1.154      -0.216      -0.487       0.025
     100.300    4259.091    3646.025   -3798.307       0.015       0.031      -0.002      -9.699     -40.840       1.146      -0.215      -0.484       0.025
     100.400    4259.096    3646.561   -3797.760       0.014       0.031      -0.002      -9.634     -40.724       1.138      -0.213      -0.481       0.025
     100.500    4259.101    3647.097   -3797.213       0.014       0.030      -0.002      -9.569     -40.607       1.130      -0.212      -0.478       0.025
     100.600    4259.106    3647.633   -3796.666       0.014       0.030      -0.002      -9.505     -40.489       1.123      -0.210      -0.475       0.025
     100.700    4259.110    3648.169   -3796.118       0.014       0.030      -0.002      -9.440     -40.371       1.115      -0.209      -0.472       0.024
     100.800    4259.115    3648.705   -3795.571       0.014       0.030      -0.002      -9.377     -40.251       1.107      -0.208      -0.469       0.024
     100.900    4259.120    3649.241   -3795.024       0.014       0.030      -0.002      -9.314     -40.132       1.100      -0.206      -0.466       0.024
     101.000    4259.124    3649.777   -3794.476       0.014       0.030      -0.002      -9.251     -40.011       1.092      -0.205      -0.463       0.024
     101.100    4259.129    3650.313   -3793.929       0.014       0.030      -0.002      -9.188     -39.889       1.085      -0.203      -0.460       0.024
     101.200    4259.133    3650.849   -3793.381       0.014       0.030      -0.002      -9.126     -39.767       1.077      -0.202      -0.457       0.024
     101.300    4259.138    3651.385   -3792.834       0.014       0.030      -0.002      -9.065     -39.645       1.070      -0.201      -0.454       0.023
     101.400    4259.142    3651.920   -3792.286       0.014       0.030      -0.002      -9.004     -39.521       1.063      -0.199      -0.451       0.023
     101.500    4259.146    3652.456   -3791.738       0.013       0.030      -0.002      -8.943     -39.397       1.055      -0.198      -0.448       0.023
     101.600    4259.151    3652.992   -3791.191       0.013       0.029      -0.002      -8.883     -39.272       1.048      -0.197      -0.445       0.023
     101.700    4259.155    3653.527   -3790.643       0.013       0.029      -0.002      -8.823     -39.147       1.041      -0.195      -0.442       0.023
     101.800    4259.159    3654.063   -3790.095       0.013       0.029      -0.002      -8.763     -39.021       1.034      -0.194      -0.439       0.023
     101.900    4259.163    3654.598   -3789.547       0.013       0.029      -0.002      -8.704     -38.894       1.027      -0.193      -0.436       0.022
     102.000    4259.167    3655.133   -3788.999       0.013       0.029      -0.002      -8.645     -38.767       1.019      -0.191      -0.434       0.022
     102.100    4259.171    3655.669   -3788.452       0.013       0.029      -0.002      -8.587     -38.640       1.012      -0.190      -0.431       0.022
     102.200    4259.175    3656.204   -3787.904       0.013       0.029      -0.002      -8.529     -38.511       1.005      -0.189      -0.428       0.022
     102.300    4259.179    3656.739   -3787.355       0.013       0.029      -0.001      -8.472     -38.382       0.998      -0.188      -0.425       0.022
     102.400    4259.182    3657.275   -3786.807       0.013       0.029      -0.001      -8.415     -38.253       0.992      -0.186      -0.422       0.022
     102.500    4259.186    3657.810   -3786.259       0.013       0.029      -0.001      -8.358     -38.123       0.985      -0.185      -0.419       0.021
     102.600    4259.190    3658.345   -3785.711       0.012       0.028      -0.001      -8.301     -37.993       0.978      -0.184      -0.416       0.021
     102.700    4259.193    3658.880   -3785.163       0.012       0.028      -0.001      -8.245     -37.862       0.971      -0.183      -0.413       0.021
     102.800    4259.197    3659.415   -3784.615       0.012       0.028      -0.001      -8.190     -37.730       0.964      -0.181      -0.411       0.021
     102.900    4259.200    3659.950   -3784.066       0.012       0.028      -0.001      -8.135     -37.599       0.958      -0.180      -0.408       0.021
     103.000    4259.204    3660.485   -3783.518       0.012       0.028      -0.001      -8.080     -37.466       0.951      -0.179      -0.405       0.021
     103.100    4259.207    3661.020   -3782.969       0.012       0.028      -0.001      -8.025     -37.333       0.944      -0.178      -0.402       0.021
     103.200    4259.211    3661.555   -3782.421       0.012       0.028      -0.001      -7.971     -37.200       0.938      -0.176      -0.399       0.020
     103.300    4259.214    3662.090   -3781.872       0.012       0.028      -0.001      -7.917     -37.066       0.931      -0.175      -0.397       0.020
     103.400    4259.217    3662.624   -3781.324       0.012       0.028      -0.001      -7.864     -36.932       0.925      -0.174      -0.394       0.020
     103.500    4259.220    3663.159   -3780.775       0.012       0.028      -0.001      -7.811     -36.798       0.918      -0.173      -0.391       0.020
     103.600    4259.224    3663.694   -3780.226       0.012       0.027      -0.001      -7.758     -36.663       0.912      -0.172      -0.388       0.020
     103.700    4259.227    3664.228   -3779.678       0.012       0.027      -0.001      -7.706     -36.528       0.906      -0.171      -0.386       0.020
     103.800    4259.230    3664.763   -3779.129       0.011       0.027      -0.001      -7.654     -36.392       0.899      -0.169      -0.383       0.019
     103.900    4259.233    3665.297   -3778.580       0.011       0.027      -0.001      -7.602     -36.256       0.893      -0.168      -0.380       0.019
     104.000    4259.236    3665.832   -3778.031       0.011       0.027      -0.001      -7.551     -36.120       0.887      -0.167      -0.377       0.019
     104.100    4259.238    3666.366   -3777.482       0.011       0.027      -0.001      -7.500     -35.983       0.880      -0.166      -0.375       0.019
     104.200    4259.241    3666.901   -3776.933       0.011       0.027      -0.001      -7.449     -35.846       0.874      -0.165      -0.372       0.019
     104.300    4259.244    3667.435   -3776.384       0.011       0.027      -0.001      -7.399     -35.709       0.868      -0.164      -0.369       0.019
     104.400    4259.247    3667.969   -3775.835       0.011       0.027      -0.001      -7.349     -35.571       0.862      -0.163      -0.367       0.019
     104.500    4259.249    3668.504   -3775.286       0.011       0.027      -0.001      -7.299     -35.433       0.856      -0.162      -0.364       0.019
     104.600    4259.252    3669.038   -3774.737       0.011       0.026      -0.001      -7.250     -35.295       0.850      -0.160      -0.361       0.018
     104.700    4259.254    3669.572   -3774.188       0.011       0.026      -0.001      -7.201     -35.156       0.844      -0.159      -0.359       0.018
     104.800    4259.257    3670.106   -3773.639       0.011       0.026      -0.001      -7.153     -35.017       0.838      -0.158      -0.356       0.018
     104.900    4259.259    3670.640   -3773.089       0.011       0.026      -0.001      -7.104     -34.878       0.832      -0.157      -0.353       0.018
     105.000    4259.262    3671.174   -3772.540       0.011       0.026      -0.001      -7.056     -34.739       0.826      -0.156      -0.351       0.018
     105.100    4259.264    3671.708   -3771.991       0.011       0.026      -0.001      -7.009     -34.599       0.821      -0.155      -0.348       0.018
     105.200    4259.266    3672.242   -3771.441       0.010       0.026      -0.001      -6.961     -34.459       0.815      -0.154      -0.346       0.018
     105.300    4259.269    3672.776   -3770.892       0.010       0.026      -0.001      -6.915     -34.319       0.809      -0.153      -0.343       0.017
     105.400    4259.271    3673.310   -3770.342       0.010       0.026      -0.001      -6.868     -34.179       0.803      -0.152      -0.340       0.017
     105.500    4259.273    3673.843   -3769.792       0.010       0.026      -0.001      -6.821     -34.039       0.798      -0.151      -0.338       0.017
     105.600    4259.275    3674.377   -3769.243       0.010       0.025      -0.001      -6.775     -33.898       0.792      -0.150      -0.335       0.017
     105.700    4259.277    3674.911   -3768.693       0.010       0.025      -0.001      -6.730     -33.757       0.786      -0.149      -0.333       0.017
     105.800    4259.279    3675.444   -3768.143       0.010       0.025      -0.001      -6.684     -33.616       0.781      -0.148      -0.330       0.017
     105.900    4259.281    3675.978   -3767.594       0.010       0.025      -0.001      -6.639     -33.475       0.775      -0.147      -0.328       0.017
     106.000    4259.282    3676.512   -3767.044       0.010       0.025      -0.001      -6.594     -33.334       0.770      -0.146      -0.325       0.017
     106.100    4259.284    3677.045   -3766.494       0.010       0.025      -0.001      -6.550     -33.192       0.764      -0.145      -0.323       0.016
     106.200    4259.286    3677.578   -3765.944       0.010       0.025      -0.001      -6.506     -33.051       0.759      -0.144      -0.320       0.016
     106.300    4259.288    3678.112   -3765.394       0.010       0.025      -0.001      -6.462     -32.909       0.754      -0.143      -0.318       0.016
     106.400    4259.289    3678.645   -3764.844       0.010       0.025      -0.001      -6.418     -32.767       0.748      -0.142      -0.315       0.016
     106.500    4259.291    3679.179   -3764.294       0.010       0.024      -0.001      -6.375     -32.625       0.743      -0.141      -0.313       0.016
     106.600    4259.292    3679.712   -3763.744       0.010       0.024      -0.001      -6.332     -32.483       0.738      -0.140      -0.310       0.016
     106.700    4259.294    3680.245   -3763.193       0.009       0.024      -0.001      -6.289     -32.341       0.733      -0.139      -0.308       0.016
     106.800    4259.295    3680.778   -3762.643       0.009       0.024      -0.001      -6.247     -32.198       0.727      -0.138      -0.306       0.016
     106.900    4259.296    3681.311   -3762.093       0.009       0.024      -0.001      -6.204     -32.056       0.722      -0.137      -0.303       0.016
     107.000    4259.298    3681.844   -3761.543       0.009       0.024      -0.001      -6.162     -31.913       0.717      -0.136      -0.301       0.015
     107.100    4259.299    3682.377   -3760.992       0.009       0.024      -0.001      -6.121     -31.771       0.712      -0.135      -0.298       0.015
     107.200    4259.300    3682.910   -3760.442       0.009       0.024      -0.001      -6.080     -31.628       0.707      -0.135      -0.296       0.015
     107.300    4259.301    3683.443   -3759.891       0.009       0.024      -0.001      -6.038     -31.486       0.702      -0.134      -0.294       0.015
     107.400    4259.302    3683.976   -3759.341       0.009       0.024      -0.001      -5.998     -31.343       0.697      -0.133      -0.291       0.015
     107.500    4259.303    3684.509   -3758.790       0.009       0.023      -0.001      -5.957     -31.200       0.692      -0.132      -0.289       0.015
     107.600    4259.304    3685.042   -3758.240       0.009       0.023      -0.001      -5.917     -31.057       0.687      -0.131      -0.287       0.015
     107.700    4259.305    3685.574   -3757.689       0.009       0.023      -0.001      -5.877     -30.915       0.682      -0.130      -0.284       0.015
     107.800    4259.306    3686.107   -3757.138       0.009       0.023      -0.001      -5.837     -30.772       0.677      -0.129      -0.282       0.015
     107.900    4259.307    3686.640   -3756.587       0.009       0.023      -0.001      -5.798     -30.629       0.673      -0.128      -0.280       0.014
     108.000    4259.307    3687.172   -3756.037       0.009       0.023      -0.001      -5.759     -30.486       0.668      -0.127      -0.277       0.014
     108.100    4259.308    3687.705   -3755.486       0.009       0.023      -0.001      -5.720     -30.343       0.663      -0.127      -0.275       0.014
     108.200    4259.309    3688.237   -3754.935       0.009       0.023      -0.001      -5.681     -30.201       0.658      -0.126      -0.273       0.014
     108.300    4259.309    3688.770   -3754.384       0.008       0.023      -0.001      -5.643     -30.058       0.654      -0.125      -0.271       0.014
     108.400    4259.310    3689.302   -3753.833       0.008       0.022      -0.001      -5.605     -29.915       0.649      -0.124      -0.268       0.014
     108.500    4259.310    3689.835   -3753.282       0.008       0.022      -0.001      -5.567     -29.772       0.644      -0.123      -0.266       0.014
     108.600    4259.311    3690.367   -3752.731       0.008       0.022      -0.001      -5.529     -29.630       0.640      -0.122      -0.264       0.014
     108.700    4259.311    3690.899   -3752.180       0.008       0.022      -0.001      -5.492     -29.487       0.635      -0.122      -0.262       0.014
     108.800    4259.311    3691.431   -3751.628       0.008       0.022      -0.001      -5.455     -29.345       0.631      -0.121      -0.259       0.014
     108.900    4259.312    3691.964   -3751.077       0.008       0.022      -0.001      -5.418     -29.202       0.626      -0.120      -0.257       0.013
     109.000    4259.312    3692.496   -3750.526       0.008       0.022      -0.001      -5.382     -29.060       0.622      -0.119      -0.255       0.013
     109.100    4259.312    3693.028   -3749.975       0.008       0.022      -0.001      -5.345     -28.917       0.617      -0.118      -0.253       0.013
     109.200    4259.312    3693.560   -3749.423       0.008       0.022      -0.001      -5.309     -28.775       0.613      -0.117      -0.251       0.013
     109.300    4259.312    3694.092   -3748.872       0.008       0.021      -0.001      -5.273     -28.633       0.608      -0.117      -0.249       0.013
     109.400    4259.312    3694.624   -3748.320       0.008       0.021      -0.001      -5.238     -28.491       0.604      -0.116      -0.246       0.013
     109.500    4259.312    3695.155   -3747.769       0.008       0.021      -0.001      -5.202     -28.349       0.600      -0.115      -0.244       0.013
     109.600    4259.312    3695.687   -3747.217       0.008       0.021      -0.001      -5.167     -28.207       0.595      -0.114      -0.242       0.013
     109.700    4259.311    3696.219   -3746.666       0.008       0.021      -0.001      -5.132     -28.065       0.591      -0.114      -0.240       0.013
     109.800    4259.311    3696.751   -3746.114       0.008       0.021      -0.001      -5.098     -27.924       0.587      -0.113      -0.238       0.013
     109.900    4259.311    3697.283   -3745.562       0.008       0.021      -0.001      -5.063     -27.782       0.583      -0.112      -0.236       0.012
     110.000    4259.311    3697.814   -3745.010       0.008       0.021      -0.001      -5.029     -27.641       0.579      -0.111      -0.234       0.012
     110.100    4259.310    3698.346   -3744.459       0.007       0.021      -0.001      -4.995     -27.499       0.574      -0.111      -0.232       0.012
     110.200    4259.310    3698.877   -3743.907       0.007       0.021      -0.001      -4.961     -27.358       0.570      -0.110      -0.230       0.012
     110.300    4259.309    3699.409   -3743.355       0.007       0.020      -0.001      -4.928     -27.217       0.566      -0.109      -0.228       0.012
     110.400    4259.309    3699.940   -3742.803       0.007       0.020      -0.001      -4.894     -27.077       0.562      -0.108      -0.226       0.012
     110.500    4259.308    3700.472   -3742.251       0.007       0.020      -0.001      -4.861     -26.936       0.558      -0.108      -0.224       0.012
     110.600    4259.307    3701.003   -3741.699       0.007       0.020      -0.001      -4.828     -26.795       0.554      -0.107      -0.222       0.012
     110.700    4259.306    3701.534   -3741.147       0.007       0.020      -0.001      -4.796     -26.655       0.550      -0.106      -0.220       0.012
     110.800    4259.306    3702.066   -3740.594       0.007       0.020      -0.001      -4.763     -26.515       0.546      -0.105      -0.218       0.012
     110.900    4259.305    3702.597   -3740.042       0.007       0.020      -0.001      -4.731     -26.375       0.542      -0.105      -0.216       0.012
     111.000    4259.304    3703.128   -3739.490       0.007       0.020      -0.001      -4.699     -26.235       0.539      -0.104      -0.214       0.012
     111.100    4259.303    3703.659   -3738.938       0.007       0.020      -0.001      -4.668     -26.095       0.535      -0.103      -0.212       0.011
     111.200    4259.302    3704.190   -3738.385       0.007       0.019      -0.001      -4.636     -25.956       0.531      -0.103      -0.210       0.011
     111.300    4259.301    3704.721   -3737.833       0.007       0.019      -0.001      -4.605     -25.817       0.527      -0.102      -0.208       0.011
     111.400    4259.300    3705.252   -3737.280       0.007       0.019      -0.001      -4.574     -25.678       0.523      -0.101      -0.206       0.011
     111.500    4259.299    3705.783   -3736.728       0.007       0.019      -0.001      -4.543     -25.539       0.519      -0.101      -0.204       0.011
     111.600    4259.297    3706.314   -3736.175       0.007       0.019      -0.001      -4.512     -25.400       0.516      -0.100      -0.202       0.011
     111.700    4259.296    3706.845   -3735.623       0.007       0.019      -0.001      -4.482     -25.262       0.512      -0.099      -0.200       0.011
     111.800    4259.295    3707.376   -3735.070       0.007       0.019      -0.001      -4.451     -25.124       0.508      -0.099      -0.198       0.011
     111.900    4259.293    3707.906   -3734.517       0.007       0.019      -0.001      -4.421     -24.986       0.505      -0.098      -0.196       0.011
     112.000    4259.292    3708.437   -3733.965       0.007       0.019      -0.001      -4.391     -24.848       0.501      -0.097      -0.194       0.011
     112.100    4259.290    3708.968   -3733.412       0.007       0.019      -0.001      -4.362     -24.711       0.498      -0.097      -0.193       0.011
     112.200    4259.289    3709.498   -3732.859       0.007       0.018      -0.001      -4.332     -24.573       0.494      -0.096      -0.191       0.011
     112.300    4259.287    3710.029   -3732.306       0.006       0.018      -0.001      -4.303     -24.436       0.490      -0.095      -0.189       0.010
     112.400    4259.285    3710.559   -3731.753       0.006       0.018      -0.001      -4.274     -24.300       0.487      -0.095      -0.187       0.010
     112.500    4259.284    3711.090   -3731.200       0.006       0.018      -0.001      -4.245     -24.163       0.483      -0.094      -0.185       0.010
     112.600    4259.282    3711.620   -3730.647       0.006       0.018      -0.001      -4.216     -24.027       0.480      -0.093      -0.183       0.010
     112.700    4259.280    3712.151   -3730.094       0.006       0.018      -0.001      -4.188     -23.891       0.477      -0.093      -0.182       0.010
     112.800    4259.278    3712.681   -3729.541       0.006       0.018      -0.001      -4.159     -23.755       0.473      -0.092      -0.180       0.010
     112.900    4259.276    3713.211   -3728.988       0.006       0.018      -0.001      -4.131     -23.620       0.470      -0.091      -0.178       0.010
     113.000    4259.274    3713.741   -3728.435       0.006       0.018      -0.001      -4.103     -23.485       0.466      -0.091      -0.176       0.010
     113.100    4259.272    3714.272   -3727.881       0.006       0.018      -0.001      -4.076     -23.350       0.463      -0.090      -0.175       0.010
     113.200    4259.270    3714.802   -3727.328       0.006       0.017      -0.001      -4.048     -23.215       0.460      -0.090      -0.173       0.010
     113.300    4259.268    3715.332   -3726.775       0.006       0.017      -0.001      -4.021     -23.081       0.456      -0.089      -0.171       0.010
     113.400    4259.266    3715.862   -3726.221       0.006       0.017      -0.001      -3.994     -22.947       0.453      -0.088      -0.169       0.010
     113.500    4259.263    3716.392   -3725.668       0.006       0.017      -0.001      -3.967     -22.813       0.450      -0.088      -0.168       0.010
     113.600    4259.261    3716.922   -3725.114       0.006       0.017      -0.001      -3.940     -22.679       0.447      -0.087      -0.166       0.010
     113.700    4259.259    3717.452   -3724.561       0.006       0.017      -0.001      -3.913     -22.546       0.443      -0.087      -0.164       0.009
